family,state,measurement,expected_px,observed_px,delta_px,status,formula,artifact_csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-background-mode-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-batch-options-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-failure-recovery-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-failure-recovery-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-failure-recovery-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-failure-recovery-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-failure-recovery-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-failure-recovery-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
